Experiment Name,Sequence Name,Data Size,Learning Time (s),CPU Usage (%),RAM Usage (MB),CPU Speed (GHz),Cores Used,Training Accuracy (%)
MultiSequenceLearning,S1,49,1307.1011061,261285.15625,41.1328125,2.401,6,100
MultiSequenceLearning,S2,49,1307.1011061,261285.15625,41.1328125,2.401,6,97.95918367346938
MultiSequenceLearning,S3,49,1307.1011061,261285.15625,41.1328125,2.401,6,97.95918367346938
MultiSequenceLearning,S4,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S5,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S6,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S7,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S8,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S9,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S10,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S11,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S12,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S13,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S14,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S15,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S16,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S17,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S18,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S19,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S20,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S21,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S22,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S23,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
MultiSequenceLearning,S24,9,1307.1011061,261285.15625,41.1328125,2.401,6,88.88888888888889
