Experiment Name,Sequence Name,Data Size,Learning Time (s),CPU Usage (%),RAM Usage (MB),CPU Speed (GHz),Cores Used,Training Accuracy (%), DotNet Version
MultiSequenceLearning,S16,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S17,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S18,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S19,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S20,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S21,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S22,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S23,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S24,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S25,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S26,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S27,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S28,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S29,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S30,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S1,49,1059.8417854,198742.1875,40.2109375,2.401,4,100,.NET 8.0.11
MultiSequenceLearning,S2,49,1059.8417854,198742.1875,40.2109375,2.401,4,97.95918367346938,.NET 8.0.11
MultiSequenceLearning,S3,49,1059.8417854,198742.1875,40.2109375,2.401,4,97.95918367346938,.NET 8.0.11
MultiSequenceLearning,S4,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S5,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S6,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S7,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S8,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S9,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S10,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S11,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S12,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S13,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S14,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S15,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S16,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S17,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S18,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S19,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S20,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S21,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S22,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S23,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S24,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S25,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S26,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S27,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S28,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S29,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S30,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S1,49,1059.8417854,198742.1875,40.2109375,2.401,4,100,.NET 8.0.11
MultiSequenceLearning,S2,49,1059.8417854,198742.1875,40.2109375,2.401,4,97.95918367346938,.NET 8.0.11
MultiSequenceLearning,S3,49,1059.8417854,198742.1875,40.2109375,2.401,4,97.95918367346938,.NET 8.0.11
MultiSequenceLearning,S4,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S5,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S6,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S7,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S8,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S9,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S10,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S11,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S12,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S13,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S14,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S15,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S16,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S17,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S18,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S19,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S20,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S21,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S22,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S23,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S24,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S25,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S26,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S27,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S28,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S29,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S30,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S1,49,1059.8417854,198742.1875,40.2109375,2.401,4,100,.NET 8.0.11
MultiSequenceLearning,S2,49,1059.8417854,198742.1875,40.2109375,2.401,4,97.95918367346938,.NET 8.0.11
MultiSequenceLearning,S3,49,1059.8417854,198742.1875,40.2109375,2.401,4,97.95918367346938,.NET 8.0.11
MultiSequenceLearning,S4,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S5,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S6,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S7,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S8,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S9,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S10,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S11,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S12,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S13,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S14,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S15,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S16,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S17,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S18,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S19,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S20,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S21,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S22,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S23,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S24,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S25,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S26,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S27,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S28,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S29,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S30,9,1059.8417854,198742.1875,40.2109375,2.401,4,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S1,49,3508.5080824,187832.03125,41.375,2.401,5,100,.NET 8.0.11
MultiSequenceLearning,S2,49,3508.5080824,187832.03125,41.375,2.401,5,97.95918367346938,.NET 8.0.11
MultiSequenceLearning,S3,49,3508.5080824,187832.03125,41.375,2.401,5,97.95918367346938,.NET 8.0.11
MultiSequenceLearning,S4,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S5,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S6,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S7,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S8,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S9,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S10,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S11,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S12,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S13,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S14,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S15,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S16,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S17,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S18,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S19,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S20,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S21,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S22,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S23,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S24,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S25,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S26,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S27,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S28,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S29,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S30,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S1,49,3508.5080824,187832.03125,41.375,2.401,5,100,.NET 8.0.11
MultiSequenceLearning,S2,49,3508.5080824,187832.03125,41.375,2.401,5,97.95918367346938,.NET 8.0.11
MultiSequenceLearning,S3,49,3508.5080824,187832.03125,41.375,2.401,5,97.95918367346938,.NET 8.0.11
MultiSequenceLearning,S4,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S5,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S6,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S7,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S8,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S9,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S10,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S11,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S12,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S13,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S14,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S15,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S16,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S17,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S18,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S19,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S20,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S21,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S22,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S23,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S24,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S25,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S26,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S27,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S28,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S29,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S30,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S1,49,3508.5080824,187832.03125,41.375,2.401,5,100,.NET 8.0.11
MultiSequenceLearning,S2,49,3508.5080824,187832.03125,41.375,2.401,5,97.95918367346938,.NET 8.0.11
MultiSequenceLearning,S3,49,3508.5080824,187832.03125,41.375,2.401,5,97.95918367346938,.NET 8.0.11
MultiSequenceLearning,S4,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S5,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S6,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S7,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S8,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S9,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S10,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S11,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S12,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S13,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S14,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S15,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S16,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S17,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S18,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S19,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S20,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S21,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S22,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S23,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S24,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S25,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S26,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S27,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S28,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S29,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S30,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S1,49,3508.5080824,187832.03125,41.375,2.401,5,100,.NET 8.0.11
MultiSequenceLearning,S2,49,3508.5080824,187832.03125,41.375,2.401,5,97.95918367346938,.NET 8.0.11
MultiSequenceLearning,S3,49,3508.5080824,187832.03125,41.375,2.401,5,97.95918367346938,.NET 8.0.11
MultiSequenceLearning,S4,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S5,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S6,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S7,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S8,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S9,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S10,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S11,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S12,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S13,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S14,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S15,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S16,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S17,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S18,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S19,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S20,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S21,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S22,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S23,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S24,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S25,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S26,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S27,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S28,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
MultiSequenceLearning,S29,9,3508.5080824,187832.03125,41.375,2.401,5,88.88888888888889,.NET 8.0.11
